"ID_geno";"ID_modacourt";"Annee_plantation";"NoteGlobaleVITI_CR_2021";"NoteGlobaleVITI_CR_2022";"NoteGlobaleVITI_CR_2023";"NoteGlobaleVITI_CR_2024";"NoteGlobaleVITI_2021_QT";"NoteGlobaleVITI_2022_QT";"NoteGlobaleVITI_2023_QT";"NoteGlobaleVITI_2024_QT"
"RR001";"ResRhod";2019;-1,28436593655522;-0,562431176970862;-1,24772274072167;NA;"1";"2";"1";NA
"RR002";"ResRhod";2019;2,0415403454335;0,96568371894997;-0,0686543755729874;0,342282858281284;"5";"5";"3";"3"
"RR003";"ResRhod";2019;2,0415403454335;1,81463643890599;0,77353731381893;1,39608728395034;"5";"5";"4";"5"
"RR004";"ResRhod";2019;-0,286594051958602;-1,24159335293568;0,26822230018378;-0,162965838957303;"3";"1";"4";"2"
"RR005";"ResRhod";2019;0,378587204439141;0,456312086976359;0,0997839623053961;0,342282858281284;"4";"4";"3";"3"
"RR006";"ResRhod";2019;1,37635908903576;1,13547426294117;1,27885232745408;1,55487973165389;"5";"5";"5";"5"
"RR007";"ResRhod";2019;-1,28436593655522;-1,58117444091808;-1,07928440284329;NA;"1";"1";"1";NA
"RR008";"ResRhod";2019;1,54265440313519;-0,0530595449972511;-0,405531051329754;0,616560722496517;"5";"3";"2";"4"
"RR009";"ResRhod";2019;1,04376846083688;0,286521542985156;0,77353731381893;-0,379500994916698;"5";"4";"4";"2"
"RR010";"ResRhod";2019;-0,951775308356346;-0,562431176970862;-0,573969389208138;-1,33225568113803;"2";"2";"2";"1"
"RR011";"ResRhod";2019;-1,61695656475409;-1,24159335293568;-0,0686543755729874;NA;"1";"1";"3";NA
"RR012";"ResRhod";2019;0,0459965762402694;-0,0530595449972511;0,436660638062163;-0,336193963724819;"3";"3";"4";"2"
"RR013";"ResRhod";2019;0,378587204439141;0,456312086976359;0,0997839623053961;0,674303430752356;"4";"4";"3";"4"
"RR014";"ResRhod";2019;-0,286594051958602;-2,2603366168829;-0,237092713451371;NA;"3";"1";"2";NA
"RR015";"ResRhod";2019;-0,286594051958602;-0,562431176970862;0,436660638062163;1,00632400322343;"3";"2";"4";"5"
"RR016";"ResRhod";2019;-0,619184680157474;-0,0530595449972511;-0,237092713451371;0,226797441769607;"2";"3";"2";"3"
"RR017";"ResRhod";2019;0,378587204439141;-0,902012264953269;-0,405531051329754;1,10737374267115;"4";"2";"2";"5"
"RR018";"ResRhod";2019;-0,619184680157474;0,96568371894997;-0,405531051329754;0,558818014240679;"2";"5";"2";"4"
"RR019";"ResRhod";2019;-1,61695656475409;-1,24159335293568;0,77353731381893;-1,72201896186495;"1";"1";"4";"1"
"RR020";"ResRhod";2019;-0,452889366058038;0,116730998993952;0,436660638062163;0,385589889473163;"2";"3";"4";"4"
"RR021";"ResRhod";2019;0,378587204439141;0,116730998993952;0,0997839623053961;0,558818014240679;"4";"3";"3";"4"
"RR022";"ResRhod";2019;0,711177832638013;0,795893174958767;-0,0686543755729874;-0,379500994916698;"4";"4";"3";"2"
"RR023";"ResRhod";2019;0,544882518538577;1,30526480693238;1,27885232745408;0,833095878455912;"4";"5";"5";"5"
"RR024";"ResRhod";2019;1,21006377493632;1,47505535092358;2,121044016846;1,3383445756945;"5";"5";"5";"5"
"RR025";"ResRhod";2019;NA;0,96568371894997;-0,0686543755729874;-2,16952495084769;NA;"5";"3";"1"
"RR026";"ResRhod";2019;-0,286594051958602;0,795893174958767;1,27885232745408;0,169054733513768;"3";"4";"5";"3"
"RR027";"ResRhod";2019;0,212291890339705;1,64484589491478;1,61572900321085;-0,00417339125374743;"4";"5";"5";"3"
"RR028";"ResRhod";2019;-0,120298737859166;1,13547426294117;1,27885232745408;1,55487973165389;"3";"5";"5";"5"
"RR029";"ResRhod";2019;-0,951775308356346;-0,0530595449972511;0,26822230018378;-1,93855411782434;"2";"3";"4";"1"
"RR030";"ResRhod";2019;-0,120298737859166;1,47505535092358;0,605098975940547;-0,884749692155286;"3";"5";"4";"1"
"RR031";"ResRhod";2019;-0,286594051958602;-0,902012264953269;-0,0686543755729874;-0,72595724445173;"3";"2";"3";"2"
"RR032";"ResRhod";2019;-1,61695656475409;-1,07180280894447;-0,405531051329754;NA;"1";"1";"2";NA
"RR033";"ResRhod";2019;-1,61695656475409;-1,58117444091808;-0,237092713451371;NA;"1";"1";"2";NA
"RR034";"ResRhod";2019;-0,286594051958602;-0,222850088988455;1,27885232745408;0,443332597729002;"3";"3";"5";"4"
"RR035";"ResRhod";2019;-0,452889366058038;-0,902012264953269;-0,405531051329754;-1,10128484811468;"2";"2";"2";"1"
"RR036";"ResRhod";2019;-0,951775308356346;-1,24159335293568;-0,405531051329754;NA;"2";"1";"2";NA
"RR037";"ResRhod";2019;1,54265440313519;-0,392640632979658;0,605098975940547;0,385589889473163;"5";"3";"4";"4"
"RR038";"ResRhod";2019;0,212291890339705;0,96568371894997;1,61572900321085;-0,884749692155286;"4";"5";"5";"1"
"RR039";"ResRhod";2019;-0,619184680157474;1,13547426294117;-0,742407727086521;-0,220708547213142;"2";"5";"2";"2"
"RR040";"ResRhod";2019;0,378587204439141;-0,392640632979658;1,1104139895757;-0,942492400411124;"4";"3";"5";"1"
"RR041";"ResRhod";2019;1,37635908903576;-0,732221720962065;0,26822230018378;0,717610461944235;"5";"2";"4";"4"
"RR042";"ResRhod";2019;-0,951775308356346;1,47505535092358;1,1104139895757;-0,00417339125374743;"2";"5";"5";"3"
"RR043";"ResRhod";2019;-0,286594051958602;-0,562431176970862;-1,07928440284329;NA;"3";"2";"1";NA
"RR044";"ResRhod";2019;-0,951775308356346;-0,392640632979658;-1,41616107860006;NA;"2";"3";"1";NA
"RR045";"ResRhod";2019;1,54265440313519;0,116730998993952;0,605098975940547;0,833095878455912;"5";"3";"4";"5"
"RR046";"ResRhod";2019;-0,286594051958602;-0,392640632979658;-0,237092713451371;0,342282858281284;"3";"3";"2";"3"
"RR047";"ResRhod";2019;0,378587204439141;-0,902012264953269;-1,07928440284329;-2,47267416919085;"4";"2";"1";"1"
"RR048";"ResRhod";2019;1,37635908903576;0,456312086976359;0,436660638062163;-1,49104812884159;"5";"4";"4";"1"
"Floreal";"Floreal";2019;NA;NA;0,548952863314419;0,510699090694147;NA;NA;"4";"4"
"Floreal";"Floreal";2021;NA;NA;0,0997839623053961;0,84464442010708;NA;NA;"3";"5"
"Muscaris";"Muscaris";2021;NA;NA;1,67187511583697;1,33593862951717;NA;NA;"5";"5"
"RH05";"ResHamb";2022;NA;NA;NA;NA;NA;NA;NA;NA
"RM01";"ResDie";2021;NA;NA;-1,58459941647844;NA;NA;NA;"1";NA
"RM02";"ResDie";2021;NA;NA;1,27885232745408;-0,206272870149182;NA;NA;"5";"2"
"RM03";"ResDie";2021;NA;NA;-0,573969389208138;-0,552729119684214;NA;NA;"2";"2"
"RM04";"ResDie";2021;NA;NA;0,77353731381893;-1,2745129728822;NA;NA;"4";"1"
"RM05";"ResDie";2021;NA;NA;-0,405531051329754;-1,07241349398676;NA;NA;"2";"1"
"RM06";"ResDie";2021;NA;NA;1,1104139895757;-0,0186090683177068;NA;NA;"5";"3"
"RM08";"ResDie";2021;NA;NA;0,26822230018378;0,414461243601082;NA;NA;"4";"4"
"RM09";"ResDie";2021;NA;NA;-1,58459941647844;NA;NA;NA;"1";NA
"RM10";"ResDie";2021;NA;NA;-0,0686543755729874;1,95907868944476;NA;NA;"3";"5"
"RM11";"ResDie";2021;NA;NA;-1,75303775435682;0,688739107816315;NA;NA;"1";"4"
"RM12";"ResDie";2021;NA;NA;-2,08991443011359;NA;NA;NA;"1";NA
"RM13";"ResDie";2021;NA;NA;-0,0686543755729874;0,342282858281284;NA;NA;"3";"3"
"RM14";"ResDie";2021;NA;NA;1,1104139895757;1,30947322156658;NA;NA;"5";"5"
"RM15";"ResDie";2021;NA;NA;0,26822230018378;-0,206272870149182;NA;NA;"4";"2"
"RM16";"ResDie";2021;NA;NA;0,26822230018378;0,645432076624437;NA;NA;"4";"4"
"RM17";"ResDie";2021;NA;NA;2,121044016846;0,573253691304638;NA;NA;"5";"4"
"RM18";"ResDie";2021;NA;NA;0,77353731381893;0,616560722496517;NA;NA;"4";"4"
"RM19";"ResDie";2021;NA;NA;-0,742407727086521;-0,624907505004012;NA;NA;"2";"2"
"RM20";"ResDie";2021;NA;NA;-0,573969389208138;-0,71152156738777;NA;NA;"2";"2"
"RM21";"ResDie";2021;NA;NA;-2,08991443011359;NA;NA;NA;"1";NA
"RM22";"ResDie";2021;NA;NA;-1,24772274072167;NA;NA;NA;"1";NA
"RM23";"ResDie";2021;NA;NA;-0,237092713451371;0,587689368368598;NA;NA;"2";"4"
"RM24";"ResDie";2021;NA;NA;-0,405531051329754;-1,7364546389289;NA;NA;"2";"1"
"RM25";"ResDie";2021;NA;NA;0,0997839623053961;-0,855878338027366;NA;NA;"3";"1"
"RM26";"ResDie";2021;NA;NA;-2,08991443011359;NA;NA;NA;"1";NA
"RM27";"ResDie";2021;NA;NA;0,436660638062163;0,847531555519872;NA;NA;"4";"5"
"RM28";"ResDie";2021;NA;NA;-1,41616107860006;-1,9529897948883;NA;NA;"1";"1"
"RM29";"ResDie";2021;NA;NA;-0,910846064964905;-1,2023345875624;NA;NA;"1";"1"
"RM30";"ResDie";2021;NA;NA;-0,0686543755729874;1,30947322156658;NA;NA;"3";"5"
"RM31";"ResDie";2021;NA;NA;0,0997839623053961;-2,29944604442333;NA;NA;"3";"1"
"RM32";"ResDie";2021;NA;NA;1,78416734108923;1,95907868944476;NA;NA;"5";"5"
"RM33";"ResDie";2021;NA;NA;0,941975651697313;-0,206272870149182;NA;NA;"5";"2"
"RM34";"ResDie";2021;NA;NA;-0,0686543755729874;0,0680049940660512;NA;NA;"3";"3"
"RM35";"ResDie";2021;NA;NA;-1,75303775435682;NA;NA;NA;"1";NA
"RM36";"ResDie";2021;NA;NA;0,77353731381893;0,414461243601082;NA;NA;"4";"4"
"RM37";"ResDie";2021;NA;NA;-0,0686543755729874;-0,552729119684214;NA;NA;"3";"2"
"RM38";"ResDie";2021;NA;NA;-0,0686543755729874;0,197926087641688;NA;NA;"3";"3"
"RM39";"ResDie";2021;NA;NA;0,77353731381893;1,2661661903747;NA;NA;"4";"5"
"RM40";"ResDie";2021;NA;NA;-2,08991443011359;NA;NA;NA;"1";NA
"RR049";"ResRhod";2021;NA;NA;-0,405531051329754;-2,50154552331877;NA;NA;"2";"1"
"RR050";"ResRhod";2021;NA;NA;-0,742407727086521;-0,552729119684214;NA;NA;"2";"2"
"RR051";"ResRhod";2021;NA;NA;0,26822230018378;0,342282858281284;NA;NA;"4";"3"
"RR052";"ResRhod";2021;NA;NA;0,0997839623053961;-0,278451255468981;NA;NA;"3";"2"
"RR053";"ResRhod";2021;NA;NA;1,1104139895757;0,50107530598484;NA;NA;"5";"4"
"RR054";"ResRhod";2021;NA;NA;-2,08991443011359;NA;NA;NA;"1";NA
"RR055";"ResRhod";2021;NA;NA;-1,41616107860006;-2,42936713799897;NA;NA;"1";"1"
